;;;;;;
ui-rack;;Rack;返回;ラック;랙;
ui-readytofire;;Ready for action;准备就绪;行動の準備ができている;준비 완료;
ui-red;;<color=#FF5555>Red</color>;<color=#FF5555>红色</color>;<color=#FF5555>赤</color>;<color=#FF5555>빨간색</color>;
ui-reroll;;Reroll;重骰;再ロール;새로고침;
ui-revive;;Revive;复活;蘇生;부활;
ui-screenselection-module;;modules;模块;モジュール;모듈;
ui-screenselection-story;;stage;关卡;ステージ;스테이지;
ui-settings;;Settings;设置;設定;설정;
ui-settings-abandonrun;;Abandon$br$Run;放弃本次$br$游戏;Runを中止;모험$br$포기;
ui-settings-ambience;;Ambience;环境音;環境音;환경음;
ui-settings-autofiremodules;;Automatic firing on single target;自动射击单个目标;モジュールの自動ターゲット選択;단일 목표에게 자동으로 발사;
ui-settings-autotooltip;;Automatically show tooltips when playing with controller;使用控制器游戏时自动提示;コントローラーでプレイするときにツールチップを自動的に表示する;컨트롤러로 플레이 시 툴팁 자동 표시;
ui-settings-cleardata;;Clear all data;清除所有数据;すべてのデータを削除;모든 데이터 지우기;
ui-settings-cleardata-description;;Permanently removes savegame, progression and preferences. Careful: Data cannot be retrieved.;永久删除存档、进度和个性化设置。注意：数据无法恢复。;セーブデータ、進捗状況、および設定を完全に削除します。注意：データは復元できません。;저장된 게임, 진행도, 기본 설정을 영구적으로 삭제합니다. 주의하세요: 데이터를 복구하는 것은 불가능합니다.;
ui-settings-colorblindmode;;Color Blind Mode;色盲模式;色覚異常モード;색맹 모드;
ui-settings-datacollection;;Provide Statistics;提供数据;統計データを提供;통계 제공;
ui-settings-datacollection-description;;Support development by transmitting anonymous run statistics. This data will only be used to inform questions of game balancing and difficulty.;允许运行数据匿名上传以支持我们的开发工作。这些数据将仅用于了解游戏的平衡和难度。;開発を支援するために、匿名の統計データを送信します。あなたのデータは、ゲームのバランスと難易度に関する質問についての情報提供のためにのみ使用されます。;익명 모험 통계를 전송해 개발에 도움을 주세요. 해당 데이터는 게임의 밸런스 및 난이도 조절 관련 문제를 알아내기 위해서만 사용됩니다.;
ui-settings-effects;;SFX;音效;SFX;효과음;
ui-settings-fullcontrol;;Full Control Mode;全控制模式;フルコントロールモード;전체 제어 모드;
ui-settings-fullcontrol-description;;Every module will prompt for priority in the firing sequence. Use this for complex maneuvers.;每个模块都会提示在射击序列中的优先级。用于复杂的机动。;すべてのモジュールは、射撃シーケンスでの優先順位を求めます。複雑な機動に使用します。;모든 모듈이 발사 순서에서 우선 순위를 요청합니다. 복잡한 조종에 사용하십시오.;
ui-settings-fullscreen;;Full Screen;全屏;フルスクリーン;전체 화면;
ui-settings-gamespeed;;Game Speed;游戏速度;ゲーム速度;게임 속도;
ui-settings-music;;Music;音乐;音楽;배경음;
ui-settings-rider-data;;Data Settings;数据设置;データ設定;데이터 설정;
ui-settings-rider-game;;Game Settings;游戏设置;ゲーム設定;게임 설정;
ui-settings-saveandexit;;Save & Exit Run;保存并退出游戏;保存してRunを終了;모험 저장 및 종료;
ui-settings-twitch;;Enable Twitch Integration;绑定Twitch;Twitch統合を有効にする;트위치 통합 허용;
ui-settings-twitch-channel;;Channel Name;频道名称;チャンネル名;채널 이름;
ui-settings-twitch-channel-prompt;;Enter Channel Name ...;输入频道名称...;チャンネル名を入力してください;채널 이름 입력...;
ui-settings-twitch-token;;OAuth Token;OAuth Token;チャンネルトークン;OAuth 토큰;
ui-settings-twitch-token-prompt;;Enter OAuth Token...;输入OAuth Token...;OAuthトークンを入力してください;OAuth 토큰 입력...;
ui-skill;;Skill;技能;スキル;스킬;
ui-skip;;Skip;跳过;スキップ;건너뛰기;
ui-startnewrun;;Play$br$Another Run;开始$br$新游戏;新しいゲームを開始する;다른 모험$br$플레이;
ui-store-balance;;Balance;结算额;残高;잔금;
ui-store-expenses;;Expenses;花费;費用;비용;
ui-store-revenue;;Revenue;收入;収益;수익;
ui-submit;;Submit;提交;送信;제출;
ui-submitfeedback;;Report Bug or Provide Feedback;报错或意见反馈;バグを報告するかフィードバックを提供する;버그 신고 및 피드백 제공;
ui-timeline;;Timeline;时间轴;タイムライン;타임라인;
ui-timeline-order-0;;0<voffset=0.5em><size=5>th</size></voffset>;0<voffset=0.5em><size=5>th</size></voffset>;0番目;0<voffset=0.5em><size=5>번째</size></voffset>;
ui-timeline-order-1;;1<voffset=0.5em><size=5>st</size></voffset>;1<voffset=0.5em><size=5>st</size></voffset>;1位;1<voffset=0.5em><size=5>번째</size></voffset>;
ui-timeline-order-2;;2<voffset=0.5em><size=5>nd</size></voffset>;2<voffset=0.5em><size=5>nd</size></voffset>;2位;2<voffset=0.5em><size=5>번째</size></voffset>;
ui-timeline-order-3;;3<voffset=0.5em><size=5>rd</size></voffset>;3<voffset=0.5em><size=5>rd</size></voffset>;3位;3<voffset=0.5em><size=5>번째</size></voffset>;
ui-timeline-order-4;;4<voffset=0.5em><size=5>th</size></voffset>;4<voffset=0.5em><size=5>th</size></voffset>;4位;4<voffset=0.5em><size=5>번째</size></voffset>;
ui-timeline-order-5;;5<voffset=0.5em><size=5>th</size></voffset>;5<voffset=0.5em><size=5>th</size></voffset>;5位;5<voffset=0.5em><size=5>번째</size></voffset>;
ui-timeline-order-6;;6<voffset=0.5em><size=5>th</size></voffset>;6<voffset=0.5em><size=5>th</size></voffset>;6位;6<voffset=0.5em><size=5>번째</size></voffset>;
ui-timeline-order-7;;7<voffset=0.5em><size=5>th</size></voffset>;7<voffset=0.5em><size=5>th</size></voffset>;7位;7<voffset=0.5em><size=5>번째</size></voffset>;
ui-timeline-order-8;;8<voffset=0.5em><size=5>th</size></voffset>;8<voffset=0.5em><size=5>th</size></voffset>;8位;8<voffset=0.5em><size=5>번째</size></voffset>;
ui-timeline-order-9;;9<voffset=0.5em><size=5>th</size></voffset>;9<voffset=0.5em><size=5>th</size></voffset>;9位;9<voffset=0.5em><size=5>번째</size></voffset>;
ui-tutorial;;Tutorial;教程;チュートリアル;튜토리얼;
ui-tutorialbutton-backpack;;Move Potion$br$into Rack;将药剂$br$放入模架;ポーションを$br$ラックに移動;물약을$br$랙으로 이동;
ui-tutorialbutton-continue;;Got it!;明白！;わかった！;이해했어요!;
ui-tutorialbutton-decelerate;;Wire up$br$Jackson's rack;连接$br$杰克逊的模块;ジャクソンのラックを接続;잭슨의 랙을$br$연결하세요;
ui-tutorialbutton-generatordual;;Wire up$br$Jackson's rack;连接$br$杰克逊的模块;ジャクソンのラックを接続;잭슨의 랙을$br$연결하세요;
ui-tutorialbutton-plasma;;Wire up!;连起！;配線！;연결하세요!;
ui-tutorialbutton-regenerationcell-take;;Pass the Cell$br$to Johnson;将单元交给$br$约翰逊;細胞を$br$ジョンソンに渡す;존슨에게$br$전지를 전달하세요;
ui-tutorialbutton-regenerationvault;;Connect Cell$br$and Generator;连接单元$br$与发生器;セルとジェネレータを接続;전지와 발전기를$br$연결하세요;
ui-tutorialbutton-sensors;;Wire up!;连起！;配線！;연결하세요!;
ui-tutorialbutton-wiring;;Wire up!;连起！;配線！;연결하세요!;
ui-tutorial-continuewithadventure;;Start the$br$Adventure;开始$br$冒险;冒険を始める;모험$br$시작하기;
ui-unconscious;;Unconscious;昏迷;意識不明;의식불명;
ui-universal;;<color=#FFFFFF>Universal</color>;<color=#FFFFFF>通用</color>;<color=#FFFFFF>全ての</color>;<color=#FFFFFF>범용</color>;
ui-unlock-character;;Character Unlock:;解锁角色：;キャラクターの解除:;캐릭터 해금:;
ui-unlocked-modules;;Unlocked Modules:;解锁模块：;解除されたモジュール:;해금된 모듈:;
ui-unlockednewmodules;;UNLOCKED NEW MODULES;解锁新模块;新しいモジュールを解除しました;새로운 모듈 해금됨;
ui-unlockprogression;;Unlock Progression;解锁进度;進捗状況;해금 진행도;
ui-viral;;<color=#FF00FF>Viral</color>;<color=#FF00FF>病毒</color>;<color=#FF00FF>ウイルス</color>;<color=#FF00FF>바이러스</color>;
undefined;;Localization Error;本地化错误;ローカライズエラー;현지화 오류;
unique;;Unique;特殊;個性的;유니크;
unlock-clicktounlock;;<color=#67FF73>Click to unlock</color>;<color=#67FF73>点击以解锁</color>;<color=#67FF73>クリックしてアンロック</color>;<color=#67FF73>클릭하여 해금</color>;
unlock-requirement;;Requires:;要求：;必要条件:;요구사항:;
unlockscreen-newlyunlockedmodules;;Newly unlocked modules;最新解锁模块;新しく解除されたモジュール;새로 해금된 모듈;
unlockscreen-title;;Unlock Progression;解锁进度;進捗状況;해금 진행도;
unlock-unlocking;;<color=#67FF73>Unlocking</color>;<color=#67FF73>已解锁</color>;<color=#67FF73>アンロック中</color>;<color=#67FF73>해금</color>;
worldmessage-addedstatuseffect;;$b$+ $STATUS$$/b$;$b$+ $STATUS$$/b$;$b$+ $STATUS$$/b$;$b$+ $STATUS$$/b$;
worldmessage-cannottogglemoduleduringfiresequence;;Cannot toggle during firing sequence;能量传输过程中无法改变开关状态;発射シーケンス中に切り替えることはできません;발사 시퀀스 도중에는 전환할 수 없습니다;
worldmessage-cannottogglemodulefromhere;;Cannot toggle from here;无法在此处改变开关状态;ここから切り替えることはできません;여기서는 전환할 수 없습니다;
worldmessage-collectorlosesenergy;;$energy$$br$dissipates;$energy$$br$消散;$energy$$br$消滅;$energy$$br$소멸;
worldmessage-damagereduction;;$ENERGYVALUE$ $shieldicon$;$ENERGYVALUE$ $shieldicon$;$ENERGYVALUE$ $shieldicon$;$ENERGYVALUE$ $shieldicon$;
worldmessage-energygeneration;;$b$+$/b$$ENERGYVALUE$ $energyicon$;$b$+$/b$$ENERGYVALUE$ $energyicon$;$b$+$/b$$ENERGYVALUE$ $energyicon$;$b$+$/b$$ENERGYVALUE$ $energyicon$;
worldmessage-energyreception;;$ENERGYVALUE$ $energyicon$;$ENERGYVALUE$ $energyicon$;$ENERGYVALUE$ $energyicon$;$ENERGYVALUE$ $energyicon$;
worldmessage-energystorage;;"<sprite name=""storage"" tint=1> $ENERGYVALUE$ $energyicon$";"<sprite name=""storage"" tint=1>$ENERGYVALUE$$energyicon$";"<sprite name=""storage"" tint=1> $ENERGYVALUE$ $energyicon$";"<sprite name=""storage"" tint=1> $ENERGYVALUE$ $energyicon$";
worldmessage-error-batterychargedischarge;;Can only be charged or discharged at a time;无法同时充放能量;一度に充電または放電できます;충전하는 동시에 방전시킬 수 없습니다;
worldmessage-losesstatuseffect;;$b$- $STATUS$$/b$;$b$- $STATUS$$/b$;$b$- $STATUS$$/b$;$b$- $STATUS$$/b$;
worldmessage-modulelock;;Locked;已锁定;ロック;고정됨;
worldmessage-modulelock-cannotdragfromliverack;;Will be activated;将被激活;アクティブになります;활성화 예정;
worldmessage-modulelock-canonlybemovedoutsideofcombat;;Can only be moved outside of combat;仅非战斗时间可移动;戦闘外でのみ移動可能;전투 중이 아닐 때만 이동시킬 수 있습니다.;
worldmessage-module-nofreejacktowire;;Wiring impossible;非法连线;配線不可能;연결할 수 없음;
worldmessage-module-trashcompactor-notarget;;No module to sacrifice;没有模块可供销毁;犠牲にするモジュールがありません;희생할 모듈이 없음;
worldmessage-mutation;;Mutation;变异;突然変異;변화;
worldmessage-noenergy;;No $energy$;$energy$不足;$energy$がありません;$energy$ 부족;
worldmessage-noplasma;;No $plasma$;$plasma$不足;$plasma$ がありません;$plasma$ 부족;
worldmessage-notfullywired;;Not fully wired;未完全连线;完全に配線されていません;완전히 연결되지 않음;
